question_text,options,solution_text,question_no,book,grade,subject,path,chapter,exercise
"The arrangement to store two magnets is shown by figures (a), (b), (c) and (d) in Fig. 13.2. Which one of them is the correct arrangement?
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461808579723.jpg""/></p>
","A. Figure (a)
B. Figure (b)
C. Figure (c)
D. Figure (d)
","With time magnets lose their magnetic properties. So in order to retain their magnetic strength, the pair of magnets is kept with unlike poles in the same direction with a wooden block between them and metal plates made up of soft iron are placed across the poles as shown in figure (b). This arrangement preserves the magnetic strength of magnets by completing the magnetic circuit.
",Q. 2,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/the-arrangement-to-store-two-magnets-is-shown-by-figures-a-b-i-1nkned,13. Fun with Magnets,Multiple Choice Question
"Three magnets A, B and C were dipped one by one in a heap of iron filing. Fig. 13.3 shows the amount of the iron filing sticking to them.
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461809543139.png""/></p>
The strength of these magnets will be
","A. A > B > C
B. A < B <C
C. A =B = C
D. A < B > C
","As we can see from the given figure, A attracts more iron fillings followed by magnet B. Magnet C hardly attracts any iron filings. From the level of attraction of iron fillings we can definitely say that strength of A is more than B & strength of B is more than C.
",Q. 3,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/three-magnets-a-b-and-c-were-dipped-one-by-one-in-a-heap-of-i-1nknee,13. Fun with Magnets,Multiple Choice Question
"North Pole of a magnet can be identified by
","A. Another magnet having its poles marked as North pole and South pole.
B. Another magnet no matter whether the poles are marked or not.
C. Using an iron bar.
D. Using iron filings.
","It will be easy for us to identify the north pole of a magnet (1) with the help of another magnet (2) whose North Pole & South Pole are marked as if we bring North pole of the magnet (2) to the poles of magnet (1), then the pole which will repel is the North pole of magnet (1).
",Q. 4,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/north-pole-of-a-magnet-can-be-identified-bya-another-magnet-i-1nknef,13. Fun with Magnets,Multiple Choice Question
"A bar magnet is immersed in a heap of iron filings and pulled out. The amount of iron filling clinging to the
","A. North Pole is almost equal to the South Pole.
B. North Pole is much more than the South Pole.
C. North Pole is much less than the South Pole.
D. Magnet will be same all along its length.
","Poles have the maximum magnetic strength of equal intensity. Therefore, the amount of iron fillings attracted to both the boles will be almost equal.
",Q. 5,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/a-bar-magnet-is-immersed-in-a-heap-of-iron-filings-and-i-1nkneg,13. Fun with Magnets,Multiple Choice Question
"Fill in the blanks
(i) When a bar magnet is broken; each of the broken part will have ................ pole/poles.
(ii) In a bar magnet, magnetic attraction is ............... near its ends.
",NA,"(i) When a bar magnet is broken; each of the broken part will have two pole/poles.When the magnet is broken then each part of the broken magnet will develop its own North & South Pole.
(ii) In a bar magnet, magnetic attraction is more/greater near its ends.North & South Pole have magnetic strength greater than the rest part of the magnet.
",Q. 6,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/fill-in-the-blanks-i-when-a-bar-magnet-is-broken-each-of-the-i-1nkneh,13. Fun with Magnets,Very Short Answer Question
"Paheli and her friends were decorating the class bulletin board. She dropped the box of stainless steel pins by mistake. She tried to collect the pins using a magnet. She could not succeed. What could be the reason for this?
",NA,"Magnet attracts only those metals which have magnetic properties in them like iron, nickel, cobalt and so on. Here the pins are made up of stainless steel which is non-magnetic in nature. Therefore, the pins will not be attracted towards the magnet.",Q. 7,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/paheli-and-her-friends-were-decorating-the-class-bulletin-i-1nknei,13. Fun with Magnets,Very Short Answer Question
"How will you test that ‘tea dust’ is not adulterated with iron powder?
",NA,"It can be tested whether tea dust is adulterated with iron powder or not if we use a magnet. We move the magnet over the tea dust then if it’s adulterated, iron powder will be attracted to the magnet and if it’s not then magnet will come out clean.",Q. 8,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/how-will-you-test-that-tea-dust-is-not-adulterated-with-iron-i-1nknej,13. Fun with Magnets,Very Short Answer Question
"Boojho dipped a bar magnet in a heap of iron filings and pulled it out. He found that iron filings got stuck to the magnet as shown in Fig. 13.4.
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461810426173.png""/></p>
(i) Which regions of the magnet have more iron filings sticking to it?
(ii) What are these regions called?
",NA,"(i) The two ends of the magnet will have more iron fillings sticking to it as they have the maximum magnetic strength.
(ii) These regions are called North Pole & South Pole
",Q. 9,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/boojho-dipped-a-bar-magnet-in-a-heap-of-iron-filings-and-i-1nknek,13. Fun with Magnets,Very Short Answer Question
"Four identical iron bars were dipped in a heap of iron filings one by one. Fig. 13.5 shows the amount of iron filings sticking to each of them.
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461811831634.jpg""/></p>
(a) Which of the iron bar is likely to be the strongest magnet?
(b) Which of the iron bars is not a magnet? Justify your answer.
",NA,"(a) In the given figure we can see that the iron bar in figure (a) attracts the maximum iron fillings. There (a) is the strongest magnet.
(b) Iron bar (b) is not a magnet as it does not attract any iron fillings.
",Q. 10,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/four-identical-iron-bars-were-dipped-in-a-heap-of-iron-i-1nknel,13. Fun with Magnets,Short Answer Questions
"A toy car has a bar magnet laid hidden inside its body along its length. Using another magnet how will you find out which pole of the magnet is facing the front of the car?
",NA,"<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461812802712.png""/></p>
",Q. 11,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/a-toy-car-has-a-bar-magnet-laid-hidden-inside-its-body-along-i-1nknem,13. Fun with Magnets,Short Answer Questions
"Match Column I with Column II (One option of A can match with more than one option of B)
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461813745413.png""/></p>
",NA,"<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461814474132.png""/></p>
",Q. 12,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/match-column-i-with-column-ii-one-option-of-a-can-match-with-i-1nknen,13. Fun with Magnets,Short Answer Questions
"You are provided with two identical metal bars. One out of the two is a magnet. Suggest two ways to identify the magnet.
",NA,"● Put both the metal bars in the heap of iron fillings and bring them out. The one which attracts the iron fillings will be the magnet.
● Bring another magnet towards both the metal bars. The metal bar which attracts/repel the magnet is itself a magnet.
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461815433213.jpg""/></p>
",Q. 13,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/you-are-provided-with-two-identical-metal-bars-one-out-of-i-1nkneo,13. Fun with Magnets,Short Answer Questions
"Three identical iron bars are kept on a table. Two out of three bars are magnets. In one of the magnet the North-South poles are marked. How will you find out which of the other two bars is a magnet? Identify the poles of this magnet.
",NA,"<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/153146181615377.png""/></p>
",Q. 14,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/three-identical-iron-bars-are-kept-on-a-table-two-out-of-i-1nknep,13. Fun with Magnets,Long Answer Questions
"Describe the steps involved in magnetizing an iron strip with the help of a magnet.
",NA,"● Place the iron strip which is to be magnetized on a wooden table.
● Take a bar magnet in such a manner that one end of the magnet is held in the hands and the other end is on one edge of the strip.
● Move the magnet, without lifting, along the length of the strip till the other edge is reached.
● Repeat the above steps several times.
● Bring the iron fillings and spread it on the strip. If it gets attracted the the strip gets magnetized and if it’s not then repeat the steps few more times.
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461817101266.png""/></p>
",Q. 15,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/describe-the-steps-involved-in-magnetizing-an-iron-strip-i-1nkneq,13. Fun with Magnets,Long Answer Questions
"<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461818047918.png""/></p>
Fig. 13.6 shows a magnetic compass. What will happen to the position of its needle if you bring a bar magnet near it? Draw a diagram to show the effect on the needle on bringing the bar magnet near it. Also draw the diagram to show the effect when the other end of the bar magnet is brought near it.
",NA,"<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461819002580.jpg""/></p>
",Q. 16,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/fig-13-6-shows-a-magnetic-compass-what-will-happen-to-the-i-1nkner,13. Fun with Magnets,Long Answer Questions
"Suggest an activity to prepare a magnetic compass by using an iron needle and a bar magnet.
",NA,"● Place the needle on a wooden table.
● Rub the magnet across its length without lifting it.
● Once the end point of needle is reached, lift the magnet and again rub it in the same direction.
● Remember not to change the direction and repeat the steps a dozen times.
● Now place the needle on the cork in a vessel containing water.
● The needle will move and align itself in the North-South direction.
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461819959193.jpg""/></p>
",Q. 17,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/suggest-an-activity-to-prepare-a-magnetic-compass-by-using-i-1nknes,13. Fun with Magnets,Long Answer Questions
"Boojho kept a magnet close to an ordinary iron bar. He observed that the iron bar attracts a pin as shown in Fig. 13.7.
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/153146182066924.png""/></p>
",NA,"<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461821349340.png""/></p>
The iron bar can be used as a magnet as it has induced some magnetic properties from the bar magnet present there. The pin cannot be used as a magnet as it has very small area and as it is not in direct contact with the magnet, the magnetic strength is very less. Therefore it cannot induce magnetic properties.
Steps to show that they have/have not induced magnetic properties are:
● Place the iron bar & pin on the table just after it is being separated from the magnet.
● Now use iron fillings and spread it over the iron bar and the pin.
● We will infer that iron bar attracts some iron fillings but not the pin.
",Q. 18,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/boojho-kept-a-magnet-close-to-an-ordinary-iron-bar-he-i-1nknet,13. Fun with Magnets,Long Answer Questions
"A bar magnet is cut into two pieces A and B, from the middle, as shown in Fig. 13.8.
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461822294599.png""/></p>
Will the two pieces act as individual magnets? Mark the poles of these two pieces. Suggest an activity to verify your answer.
",NA,"A magnet can be considered as a combination of smaller magnetic dipoles.
When we break a magnet into two halves lengthwise these dipoles get separated and act as individual magnets.
So, yes the two pieces will act as individual magnets.
The poles of new magnets can be detected by using a compass or by test of repulsion between newly formed magnets.
So new poles are marked as:
",Q. 19,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/a-bar-magnet-is-cut-into-two-pieces-a-and-b-from-the-middle-i-1nkneu,13. Fun with Magnets,Long Answer Questions
"Suggest an arrangement to store a U shaped magnet. How is this different from storing a pair of bar magnets?
",NA,"<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18983/1531461824918848.jpg""/></p>
",Q. 20,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/suggest-an-arrangement-to-store-a-u-shaped-magnet-how-is-i-1nknev,13. Fun with Magnets,Long Answer Questions
"Which of the following activity does not involve use of water?
","A. Washing clothes
B. Bathing
C. Cleaning utensils
D. Drying wet clothes
","Drying wet clothes is the activity that does not involve use of water. Drying does not require water as water make things wet. To dry wet clothes, we hand them in open where the heat from the sun and air dries them. Washing clothes, bathing and cleaning utensils are the activities that involve use of water.
",Q. 1,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/which-of-the-following-activity-does-not-involve-use-of-i-1nknew,14. Water,Multiple Choice Question
"In which of the following activities will you use minimum amount of water?
","A. Bathing
B. Brushing teeth
C. Washing clothes
D. Mopping a room
","For brushing our teeth we require only a mug of water to wash our mouth after we brush our teeth. Whereas, activities like bathing, washing clothes and mopping a room require more a bucket of water or even more.
",Q. 2,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/in-which-of-the-following-activities-will-you-use-minimum-i-1nknex,14. Water,Multiple Choice Question
"The quantity of water required to produce one page of your book is
","A. one bucket
B. ten buckets
C. two glasses
D. few drops
","Water is used in industries to produce almost all things we use. It takes two glasses of water to produce one page of our book. So, if we waste a page of our book or copy by misusing it, we actually waste 2 glasses of water.
",Q. 3,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/the-quantity-of-water-required-to-produce-one-page-of-your-i-1nkney,14. Water,Multiple Choice Question
"Water in our tap comes from
","A. river
B. lake
C. well
D. river, lake or well
","We get water from taps in our home. This tap water is drawn either from a river, lake or well and is then supplied through a network of pipes to the tap in our homes.
",Q. 4,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/water-in-our-tap-comes-froma-river-b-lake-c-well-d-river-i-1nknez,14. Water,Multiple Choice Question
"In which of the following case evaporation of water will be slowest?
","A. A tray of water kept in sunlight.
B. A kettle of water kept on a burner.
C. A glass of water kept in a room.
D. A bucket of water kept on rooftop.
","Evaporation will be the slowest in a glass of water kept in a room because it is kept under shade and it does not receive direct sunlight. Though during daytime all the surrounding of a room get heated up, so the warm air provides heat for evaporation of water in the room but it occurs at the slowest speed. A tray of water, kept in sunlight, a kettle of water kept on a burner and a bucket of water kept on rooftop get evaporated more quickly because they receive heat directly from sunlight and burner.
",Q. 5,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/in-which-of-the-following-case-evaporation-of-water-will-be-i-1nknf0,14. Water,Multiple Choice Question
"Transpiration is a process in which plants
","A. receive water from soil.
B. absorb water vapour from air.
C. prepare food from water.
D. release water vapour.
","Transpiration is a process in which plants release water vapor. A part of water that plants get is used to prepare their food and store in different parts of the plant. The remaining amount of water is released by plants in the form of water vapor in air. This process of releasing water vapor by plants into the air is called transpiration.
",Q. 6,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/transpiration-is-a-process-in-which-plantsa-receive-water-i-1nknf1,14. Water,Multiple Choice Question
"Clouds are
","A. tiny drops of water floating in air.
B. mixture of dust and water vapour.
C. particles of water vapour.
D. rain drops in air.
","When we move above the surface of earth towards higher altitudes it gets cold. The air when it moves up also becomes cool. At a great height the air becomes so cold that the water vapor in it start to condense and form tiny droplets which float in the air and appear to us as clouds.
",Q. 7,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/clouds-area-tiny-drops-of-water-floating-in-air-b-mixture-of-i-1nknf2,14. Water,Multiple Choice Question
"Wells are fed by
","A. pond water.
B. lake water.
C. rain water.
D. ground water.
","When it rains, the water fills up the lakes and ponds. Some water gets absorbed by the soil and ground and the remaining water penetrates the ground which adds to the ground water level. This ground water becomes the source of water for wells. So, wells are fed by ground water.
",Q. 8,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/wells-are-fed-bya-pond-water-b-lake-water-c-rain-water-d-i-1nknf3,14. Water,Multiple Choice Question
"Floods cause extensive damage to
","A. crops.
B. property and human life.
C. domestic animals.
D. all of the above.
","Excess of rainfall continues to add more and more water to rivers, lakes and ponds thus leading to a rise in in their level of water. When the water level rises, the water flows onto the land thus causing floods. The land, property, crop fields everything gets immersed thereby bringing great damage to them. Animals too get carried away with the risen water level. They get trapped in the water and are unable to find a way out, thus they remain trapped and often die when the flood water withdraws.
",Q. 9,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/floods-cause-extensive-damage-toa-crops-b-property-and-human-i-1nknf4,14. Water,Multiple Choice Question
"“Catch water where it falls” is the basic idea behind
","A. recycling of water.
B. making dams to store water.
C. rain water harvesting.
D. condensation of water vapor.
","Catch water where it falls is the basic idea behind rain water harvesting. So, to increase the availability of water, water is collected wherever it falls and is stored for using it later. Rooftop rainwater harvesting is one such way where the rainwater is collected into storage tanks from rooftop through pipes.
",Q. 10,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/catch-water-where-it-falls-is-the-basic-idea-behinda-i-1nknf5,14. Water,Multiple Choice Question
"Look at Fig. 14.1.
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18985/1531462240170759.png""/></p>
Write down activities shown in this figure in which water is being used.
",NA,"a. Bathing
b. Washing clothes
c. Lifting water from the well to store for use and for drinking in the earthen pot.
",Q. 11,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/look-at-fig-14-1-write-down-activities-shown-in-this-figure-i-1nknf6,14. Water,Very Short Answer Question
"Write any two activities which require more than a bucket of water.
",NA,"a. Irrigating the crop fields.
b. Washing clothes.
",Q. 12,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/write-any-two-activities-which-require-more-than-a-bucket-of-i-1nknf7,14. Water,Very Short Answer Question
"Write any two activities which require less than one bucket of water.
",NA,"a. Brushing teeth
b. Producing one page of a book
",Q. 13,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/write-any-two-activities-which-require-less-than-one-bucket-i-1nknf8,14. Water,Very Short Answer Question
"Why do wet clothes placed on a clothes line get dry after some time? Explain.
",NA,"Wet clothes placed on a clothes line get dry after some time because water disappears from them as they dry up from the heat of the sun. Water has salt dissolved in it so on receiving heat water evaporates into vapor leaving behind salt. Thus, water changes into water vapor and the clothes dry up. This water vapor mixes with the air and is invisible.
",Q. 14,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/why-do-wet-clothes-placed-on-a-clothes-line-get-dry-after-i-1nknf9,14. Water,Short Answer Questions
"Water kept in sunlight gets heat from sun and is evaporated. But how does water kept under the shade of a tree also gets evaporated? Explain.
",NA,"Water kept in sunlight gets direct heat from the sun and thus it gets evaporated. But water kept under the shade of tree also gets evaporated even though it is under shade and does not receive direct sunlight. This is because during daytime all the air surrounding the tree also get heated up, so the warm air provides heat for evaporation of water kept under the shade of a tree but it occurs very slowly.
",Q. 15,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/water-kept-in-sunlight-gets-heat-from-sun-and-is-evaporated-i-1nknfa,14. Water,Short Answer Questions
"How do the areas covered with concrete affect the availability of ground water?
",NA,"The areas that are covered with concrete lower the availability of ground water because such areas reduce the seepage (entry) of rainwater into the ground thereby affecting the availability of ground water.
",Q. 16,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/how-do-the-areas-covered-with-concrete-affect-the-i-1nknfb,14. Water,Short Answer Questions
"Why is there a need for conserving water? Give two reasons.
",NA,"There is a need to conserve water because of the following reasons-
a. When the ground water level decreases, the amount of water on earth remains the same but the amount that is available for use to use is very limited because fallen level of ground water means that water cannot be used. So, water should be conserved in order to increase the ground water level and also to fulfil the shortage of water when underground water level goes down drastically.
b. There is a continuous increase in the population with which the demand of water for use is also increasing. With more people and same amount of water on the planet, there will come a time when the world will have shortage of water. So, water should be conserved for a sustainable future where the coming generations do not have to face shortage of water.
",Q. 17,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/why-is-there-a-need-for-conserving-water-give-two-reasons-i-1nknfc,14. Water,Short Answer Questions
"Fill in the blanks selecting words from the following list- snow, rain, clouds, vapour, evaporation, transpiration.
Water, as _____ goes into atmosphere by the processes of ______ and _____ and forms ________, which on condensation fall in the form of ______ and _______.
",NA,"Water, as goes into atmosphere by the processes of evaporation and _transpiration and forms clouds, which on condensation fall in the form of rain and snow.
Water from water bodies evaporates on getting heated. Plants also transpire water from their leaves, known as transpiration. The air at high altitudes is so cold that the water vapor condenses and forms tiny droplets of water which appear to us as clouds. When the clouds cannot hold any more water, it falls down on the surface of earth in the form of rain and in form of snow at places that have very cold temperature.
",Q. 18,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/fill-in-the-blanks-selecting-words-from-the-following-list-i-1nknfd,14. Water,Short Answer Questions
"Most of the water that falls on the land as rain and snow, sooner or later goes back to a sea or an ocean. Explain how it happens?
",NA,"Most of the water that falls on the land as rain and snow, sooner or later goes back to a sea or an ocean. This happens in the following manner- When the snow on the mountains melt due to sun’s heat, the water flows down from the mountain in the form of rivers and streams. These river (that also receive rain water directly) travel long distances and ultimately end up joining a sea or an ocean. So, ultimately the water that evaporates from sea or an ocean is added back to them.
",Q. 19,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/most-of-the-water-that-falls-on-the-land-as-rain-and-snow-i-1nknfe,14. Water,Long Answer Questions
"Draw a diagram to show how sea water reaches a lake or pond.
",NA,"
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18985/1531462241968983.jpg""/></p>
",Q. 20,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/draw-a-diagram-to-show-how-sea-water-reaches-a-lake-or-pond-i-1nknff,14. Water,Long Answer Questions
"Dissolve two spoons of common salt in half a cup of water. Now if you want to get the salt back, what will you do?
",NA,"To get salt back from a half cup of water with two spoons of common salt already dissolved in it, we can either heat the water in a pan on a stove or we can keep the water out in sun in a plate. Heat will evaporate the water in form of water vapour leaving behind the salt.
",Q. 21,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/dissolve-two-spoons-of-common-salt-in-half-a-cup-of-water-i-1nknfg,14. Water,Long Answer Questions
"Explain the process of rooftop rain water harvesting with the help of a suitable diagram.
",NA,"Rooftop rain water harvesting is a method where ran water that falls on the rooftop of a building or house, is collected into storage tanks through pipes. To be fit for use this water needs filtering as it may contain soil. The same water can also be made to recharge ground water levels by directly sending the pipes into pits in the ground.
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18985/1531462242939637.jpg""/></p>
",Q. 22,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/explain-the-process-of-rooftop-rain-water-harvesting-with-i-1nknfh,14. Water,Long Answer Questions
"Which of the following statements is incorrect?
","A. All living things require air to breathe.
B. We can feel air but we cannot see it.
C. Moving air makes it possible to fly a kite.
D. Air is present everywhere but not in soil.
","Air is present everywhere. The organisms which live in the soil need oxygen(air) to breath so between the soil particles some amount of air is present.
",Q. 1,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/which-of-the-following-statements-is-incorrect-a-all-living-i-1nknfi,15. Air Around Us,Multiple Choice Question
"Wind does not help in the movement of which of the following?
","A. Firki
B. Weather cock
C. Ceiling fan
D. Sailing yacht
","Wind help in the movement of firki, weather cock and sailing yacht but it does not play any role in the movement of ceiling fan. Fan rotate with the help of electricity.
",Q. 2,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/wind-does-not-help-in-the-movement-of-which-of-the-following-i-1nknfj,15. Air Around Us,Multiple Choice Question
"What is not true about air?
","A. It makes the windmill rotate.
B. It helps in the movements of aeroplanes.
C. Birds can fly due to presence of air.
D. It has no role in water cycle.
","Air play an important role in water cycle. It helps the water vapour to rise up and also help in the formation of cloud.
",Q. 3,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/what-is-not-true-about-air-a-it-makes-the-windmill-rotate-b-i-1nknfk,15. Air Around Us,Multiple Choice Question
"Mountaineers carry oxygen cylinders with them because
","A. there is no oxygen on high mountains.
B. there is deficiency of oxygen on mountains at high altitude.
C. oxygen is used for cooking.
D. oxygen keeps them warm at low temperature.
","When we go higher and higher the oxygen and pressure decreases. At higher altitude the amount of oxygen decreases and it become difficult to breath so the mountaineers carry oxygen cylinders with them.
",Q. 4,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/mountaineers-carry-oxygen-cylinders-with-them-becausea-there-i-1nknfl,15. Air Around Us,Multiple Choice Question
"Boojho took an empty plastic bottle, turned it upside down and dipped its open mouth into a bucket filled with water. He then tilted the bottle slightly and made the following observations.
(i) Bubbles of air came out from the bottle.
(ii) Some water entered the bottle.
(iii) Nitrogen gas came out in the form of bubbles and oxygen got dissolved in water.
(iv) No bubbles formed, only water entered the bottle. Which observations is/are correct?
","A. (i) and (ii)
B. (iv) only
C. (iii) and (iv)
D. (i) only
","When the bottle was tilted then the bubbles of air come out from the bottle and some amount of water entered the bottle.
",Q. 5,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/boojho-took-an-empty-plastic-bottle-turned-it-upside-down-i-1nknfm,15. Air Around Us,Multiple Choice Question
"Which of the following components of air is present in the largest amount in the atmosphere?
","A. Nitrogen
B. Oxygen
C. Water vapour
D. Carbon dioxide
","The air is the mixture nitrogen, oxygen, carbon dioxide, water vapour and smoke. Nitrogen is the component of air which is present in the largest amount in the atmosphere. It occupies 78% of the atmosphere.
",Q. 6,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/which-of-the-following-components-of-air-is-present-in-the-i-1nknfn,15. Air Around Us,Multiple Choice Question
"The components of air which are harmful to living beings are
","A. nitrogen and carbon dioxide.
B. dust and water vapour.
C. dust and smoke.
D. smoke and water vapour.
","Smoke contains few gases and fine dust particles which is harmful. Dust and smoke cause the respiratory diseases.
",Q. 7,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/the-components-of-air-which-are-harmful-to-living-beings-i-1nknfo,15. Air Around Us,Multiple Choice Question
"Usha took a lump of dry soil in a glass and added water to it till it was completely immersed. She observed bubbles coming out. The bubbles contain
","A. water vapour
B. only oxygen gas
C. air
D. none of these
","Usha observed bubbles coming out from the soil as between the soil particles some amount of air is present.
",Q. 8,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/usha-took-a-lump-of-dry-soil-in-a-glass-and-added-water-to-i-1nknfp,15. Air Around Us,Multiple Choice Question
"State whether the following statements are true or false. If false, correct them.
(a) Plants consume oxygen for respiration.
(b) Plants produce oxygen during the process of making their own food.
(c) Air helps in the movements of sailing yachts and glider but plays no role in the flight of birds and aeroplanes.
(d) Air does not occupy any space.
",NA,"(a) True
Plant contains the stomata. Stomata are minute pores present on epidermics of leave and are meant for gaseous exchange (respiratory gasses) and transpiration. Oxygen and carbon dioxide enters into the plant through the stomata and are used in respiration and photosythesis.
(b) True
The amount of oxygen produced by the plant during photosynthesis is more than the amount of oxygen consume by the plant during respiration. Plant produce oxygen during photosynthesis and consume oxygen during respiration. Plant take the carbon dioxide through the leaves(stomata) and combined it with water and sunlight to form their food(glucose). During this process oxygen is also formed as a byproduct. Which is relased into the atmosphere.
(c) False
Air helps in the movements of sailing yachts and glider as well as it (air) also play an important role in the flight of birds and aeroplanes.
(d) False
Air occupies every space that is available to it. Air is everywhere.
",Q. 9,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/state-whether-the-following-statements-are-true-or-false-if-i-1nknfq,15. Air Around Us,Very Short Answer Question
"In a number of musical instruments, air plays an important role. Can you name some such instruments?
",NA,"Air plays an important role in a number of musical instruments such as—
i. Harmonium
ii. Shahnai
iii. Trumpet
iv. Flute
v. Air violin
",Q. 10,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/in-a-number-of-musical-instruments-air-plays-an-important-i-1nknfr,15. Air Around Us,Very Short Answer Question
"In the boxes of Column I the letters of some words got jumbled. Arrange them in proper form in the boxes given in Column II

<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18987/153146257786672.png""/></p>
",NA,"a) Windmill
b) Oxygen
c) Smoke
d) Dust
",Q. 11,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/in-the-boxes-of-column-i-the-letters-of-some-words-got-i-1nknfs,15. Air Around Us,Very Short Answer Question
